id,year_born,gender,how_long,industry,occupation,organisation,household,m_r,remote_last_quarter,remote_preferred_last_quarter,remote_this_year,remote_preferred_this_year,covid_cured_preferred_remote,arra_updated_policy,past_6months,how_often,how_often_like,policy_workplace,policy_workplace_time,think_policy1,think_policy2,think_policy3,think_policy4,feel_remote_policy,think_6months1,think_6months2,think_6months3,think_6months4,think_6months5,think_6months6,think_6months7,think_remote,most_supportive,covid_cured1,covid_cured2,covid_cured3,think_workplace1,think_workplace2,think_workplace3,think_workplace4,think_workplace5,think_remote1,think_remote2,think_remote3,think_remote4,think_remote5,remote_paycut,biggest_paycut,barriers_remote1,barriers_remote2,barriers_remote3,barriers_remote4,barriers_remote5,barriers_remote6,barriers_remote7,barriers_remote8,barriers_remote9,barriers_remote10,barriers_remote11,barriers_remote12,barriers_remote13,barriers_remote14,barriers_remote15,barriers_remote16,barrier_colleagues1,barrier_colleagues2,barrier_colleagues3,barrier_colleagues4,barrier_colleagues5,barrier_colleagues6,barrier_colleagues7,barrier_colleagues8,barrier_colleagues9,barrier_colleagues10,barrier_colleagues11,barrier_colleagues12,barrier_colleagues13,barrier_colleagues14,barrier_colleagues15,barrier_colleagues16,barrier_colleagues17,barrier_colleagues18,barrier_colleagues19,barrier_colleagues20,barrier_colleagues21,barrier_colleagues22,barrier_colleagues23,barrier_colleagues24,barrier_colleagues25,barrier_colleagues26,barrier_colleagues27,barrier_colleagues28,statements1,statements2,statements_2,manage_people,employees_manage_remote,statements_3,statements11,statements12,statements1_2,statements21,statements22,statements2_2,statements2_3,statements23,productive,productive_employees,productive1,productive_employees1,remote_last_quarter1,remote_preferred_last_quarter1,remote_this_year1,remote_preferred_this_year1,covid_cured_preferred_remote1,how_often1,how_often_like1,policy_workplace_time1,t_policy1,t_policy2,t_policy3,t_policy4,t_6months1,t_6months2,t_6months3,t_6months4,t_6months5,t_6months6,t_6months7,ss1,ss2,ss_2,ss_3,ss11,ss12,ss1_2,ss21,ss22,ss2_2,ss2_3,ss23,bar_rem1,bar_rem2,bar_rem3,bar_rem4,bar_rem5,bar_rem6,bar_rem7,bar_rem8,bar_rem9,bar_rem10,bar_rem11,bar_rem12,bar_rem13,bar_rem14,bar_rem15,bar_rem16,biggest_b_colle,smallest_b_colle,occupation_d,index_p,index_p21
1385,1976,Male,More than 5 years,Other Services,Managers,More than 200,Couple with dependent children,Metro,30%,40%,30%,20%,20%,Yes,Yes,30%,100% - All of my time,Yes,100% - All of my time,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly Positive,My direct manger(s),Very likely,Very likely,Somewhat likely,2.0,7.0,7.0,2.0,6.0,7.0,7.0,5.0,,5.0,Yes,0.15,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Not a barrier for me,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Noisy work environment,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Connectivity/internet issues,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Noisy work environment,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Noisy work environment,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Im 50% more productive when working remotely (or more),Im 50% more productive when working remotely (or more),50,50.0,30,40,30,20,20,30.0,100.0,100.0,1,2,1,1,1,1,2,2,1,2,2,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Noisy work environment,Difficulty innovating,Gerentes Especialistas,0.0,0.0
1386,1982,Female,More than 5 years,Other Services,Managers,Between 5 and 19,Couple with dependent children,Metro,100% - I spent all of my time remote working,100% - All of my time,80%,100% - All of my time,100% - All of my time,Yes,Yes,20%,20%,Unsure,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Positive,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly Positive,Senior leadership,Somewhat likely,Somewhat likely,Somewhat likely,3.0,8.5,2.0,2.5,8.0,0.5,10.0,2.0,3.5,8.0,No,,Somewhat improved,Stayed about the same,Significantly improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Significantly improved,Not a barrier for me,Significantly improved,Not a barrier for me,Noisy work environment,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Difficulty innovating,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Lack of appropriate work and meeting spaces,Interruptions,Problems with audio-visual setup,Interruptions,Difficulty innovating,Noisy work environment,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Difficulty innovating,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of privacy,Problems with audio-visual setup,Difficulty innovating,Somewhat agree,Neither agree nor disagree,Strongly disagree,Yes,Yes,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Im 40% more productive when working remotely,Im 40% more productive when working remotely,40,40.0,100,100,80,100,100,20.0,20.0,,1,1,1,2,2,2,-2,1,2,-2,-1,1.0,0.0,-2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,,,,,,,,-1.0,,2.0,,2.0,,Problems with audio-visual setup,Difficulty innovating,"Directores Ejecutivos, Gerentes Generales y Legisladores",10.0,10.0
1387,1980,Male,Between 1 and 5 years,Information Media and Telecommunications,Professionals,Between 20 and 199,Couple with dependent children,Metro,50% - I spent about half of my time remote working,60%,40%,60%,30%,No,No,,,No,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,My direct manger(s),Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1.0,8.0,2.0,5.0,8.0,0.0,8.0,3.0,5.0,8.0,No,,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Lack of privacy,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Difficulty innovating,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Interruptions,Difficulty innovating,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Somewhat agree,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,Im 10% more productive when working remotely,,10,,50,60,40,60,30,,,,1,0,1,1,1,1,1,1,0,-1,1,1.0,1.0,0.0,,,,,,,,,,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,Problems with audio-visual setup,Lack of privacy,Profesionales de las Artes y los Medios,15.0,15.0
1388,1983,Male,More than 5 years,Manufacturing,Managers,More than 200,Couple with dependent children,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,100% - All of my time,80%,No,No,,,No,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,1.5,10.0,2.0,2.0,8.5,0.0,11.0,2.0,3.0,8.0,No,,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Neither agree nor disagree,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Im 20% more productive when working remotely,Im 20% more productive when working remotely,20,20.0,100,100,100,100,80,,,,1,1,2,1,1,1,1,1,1,-1,-1,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,Gerentes Especialistas,0.0,0.0
1389,1989,Male,Between 6 and 12 months,Administrative and Support,Managers,Between 5 and 19,Couple with dependent children,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,50% - About half of my time,50% - About half of my time,No,No,,,Yes,Less than 10% of my time,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,Senior leadership,Somewhat unlikely,Somewhat unlikely,Somewhat likely,0.5,7.5,2.0,7.0,7.0,0.0,7.0,2.0,8.0,7.0,No,,Stayed about the same,Not a barrier for me,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Not a barrier for me,Somewhat improved,Stayed about the same,Not a barrier for me,Stayed about the same,Significantly improved,Stayed about the same,Significantly improved,Somewhat improved,Somewhat improved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,Im 50% more productive when working remotely (or more),,50,,50,50,50,50,50,,,10.0,2,2,2,-1,1,2,1,-1,0,1,1,1.0,1.0,0.0,,,,,,,,,,0.0,,0.0,1.0,1.0,0.0,,1.0,0.0,,0.0,2.0,0.0,2.0,1.0,1.0,,,"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0
1390,1985,Male,Between 1 and 5 years,Retail Trade,Sales ,Between 20 and 199,Couple with no dependent children,Metro,30%,40%,40%,40%,40%,Yes,Yes,20%,40%,Unsure,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat Positive,They are about the same,Somewhat unlikely,Somewhat likely,Somewhat likely,1.5,8.0,4.0,3.5,7.0,0.5,9.0,4.0,3.5,7.0,No,,Not a barrier for me,Significantly worsened,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat worsened,Significantly worsened,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat improved,Stayed about the same,Stayed about the same,Not a barrier for me,Somewhat improved,Difficulty collaborating with remote colleagues,Lack of privacy,Lack of appropriate work and meeting spaces,Lack of privacy,Connectivity/internet issues,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty innovating,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Yes,Yes,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,My productivity is about same when I work remotely,0,0.0,30,40,40,40,40,20.0,40.0,,2,1,1,2,2,1,2,2,1,0,-2,0.0,0.0,1.0,1.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,,-2.0,0.0,1.0,0.0,-1.0,-2.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,,1.0,Difficulty collaborating with remote colleagues,Lack of privacy,Representantes y Agentes de Ventas,5.0,5.0
1391,1977,Female,More than 5 years,Financial and Insurance,Clerical and administrative ,More than 200,Couple with no dependent children,Metro,80%,100% - All of my time,60%,60%,60%,No,Yes,60%,80%,Unsure,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither positive nor negative,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Positive,They are about the same,Neither unlikely or likely,Very likely,Very likely,2.0,8.0,2.0,4.0,8.0,0.0,8.0,2.0,6.0,8.0,No,,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Not a barrier for me,Not a barrier for me,Stayed about the same,Significantly improved,Not a barrier for me,Significantly improved,Somewhat improved,Somewhat improved,Noisy work environment,Interruptions,Lack of privacy,Connectivity/internet issues,Difficulty innovating,Interruptions,Lack of privacy,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Connectivity/internet issues,Lack of privacy,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Noisy work environment,Connectivity/internet issues,Interruptions,Lack of privacy,Noisy work environment,Difficulty innovating,Somewhat agree,Somewhat agree,Somewhat disagree,No,,,,,,,,,,,Im 50% more productive when working remotely (or more),,50,,80,100,60,60,60,60.0,80.0,,2,1,1,1,0,2,-1,1,1,0,1,1.0,1.0,-1.0,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,0.0,2.0,,2.0,1.0,1.0,Noisy work environment,Connectivity/internet issues,Asistentes Personales y Secretarias,10.0,10.0
1392,1984,Male,Between 6 and 12 months,Other Services,Professionals,More than 200,Couple with no dependent children,Metro,90%,90%,90%,90%,80%,Yes,Yes,80%,80%,No,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly Positive,They are about the same,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,3.0,6.0,4.0,3.0,8.0,0.0,8.0,4.0,4.0,8.0,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Interruptions,Noisy work environment,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Yes,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Im 30% more productive when working remotely,Im 30% more productive when working remotely,30,30.0,90,90,90,90,80,80.0,80.0,,1,0,0,1,0,2,2,1,-1,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Noisy work environment,Difficulty collaborating with remote colleagues,"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,0.0
1393,1979,Male,More than 5 years,Financial and Insurance,Clerical and administrative ,More than 200,Couple with dependent children,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,90%,90%,Yes,Yes,Less than 10% of my time,10%,Yes,Less than 10% of my time,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat Positive,They are about the same,Very likely,Very likely,Very likely,2.0,7.0,5.0,2.0,8.0,0.5,7.5,3.0,5.0,8.0,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,My productivity is about same when I work remotely,,0,,100,100,100,90,90,10.0,10.0,10.0,2,1,1,0,2,2,1,2,2,0,2,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,Clerical General,-5.0,-5.0
1394,1989,Female,Between 1 and 5 years,"Electricity, Gas, Water and Waste",Professionals,More than 200,Couple with no dependent children,Metro,100% - I spent all of my time remote working,40%,100% - I spent all of my time remote working,40%,50% - About half of my time,Yes,No,,,No,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Positive,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Positive,They are about the same,Very likely,Very likely,Very likely,3.0,7.0,2.0,4.0,8.0,0.0,8.0,4.0,4.0,8.0,No,,Not a barrier for me,Stayed about the same,Stayed about the same,Somewhat improved,Not a barrier for me,Somewhat improved,Significantly worsened,Significantly worsened,Somewhat worsened,Not a barrier for me,Somewhat improved,Somewhat worsened,Not a barrier for me,Somewhat improved,Somewhat improved,Not a barrier for me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,No,,,,,,,,,,,Im 20% less productive when working remotely,,-20,,100,40,100,40,50,,,,1,-1,-1,-1,2,1,2,2,1,-1,1,2.0,2.0,1.0,,,,,,,,,,,0.0,0.0,1.0,,1.0,-2.0,-2.0,-1.0,,1.0,-1.0,,1.0,1.0,,,,"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",-60.0,-60.0
1395,1996,Female,Between 6 and 12 months,Other Services,Professionals,Between 20 and 199,Couple with no dependent children,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,80%,60%,Yes,No,,,No,,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat Positive,They are about the same,Very likely,Very likely,Very likely,3.0,8.0,2.0,3.0,8.0,0.0,7.0,3.0,5.0,9.0,No,,Significantly improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Significantly improved,Significantly improved,Somewhat worsened,Significantly improved,Somewhat improved,Stayed about the same,Significantly improved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,No,,,,,,,,,,,Im 10% less productive when working remotely,,-10,,100,100,100,80,60,,,,2,2,2,0,2,2,2,2,2,-1,2,1.0,2.0,1.0,,,,,,,,,,2.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,2.0,2.0,-1.0,2.0,1.0,0.0,2.0,,,"Profesionales de Negocios, Recursos Humanos y Marketing",-10.0,-10.0
