occupation_d,Mis responsabilidades de cuidado,Conectividad,Software y sistemas de mi organización,Dificultad para colaborar de forma remota,Mala gestión,Equipos informáticos,Sentirse excluido/a y/o aislado/a,Costos adicionales,Ciberseguridad,Tengo tareas que no se pueden realizar de forma remota,Mi espacio de trabajo ,Motivación,La gerencia desalienta el trabajo remoto,Mi situación de vida,Falta de habilidades para trabajar de forma remota,Mi salud y seguridad al trabajar de forma remota,¿Cuáles fueron las barreras más grandes al trabajar de esta manera?,¿Cuáles fueron las barreras más pequeñas al trabajar de esta manera?
Profesionales de la Educación,,,,,,-2.0,-2.0,,,,,,,,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",,,,,,,,,,,,,,,,,,
Profesionales de la Educación,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,
Asistentes Personales y Secretarias,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interrupciones,Entorno de trabajo ruidoso
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interrupciones,Falta de privacidad
Profesionales de la Educación,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Problemas de conectividad/internet,Problemas con la configuración de audio y video
"Directores Ejecutivos, Gerentes Generales y Legisladores",2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,
Asistentes y Vendedores,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,,-1.0,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,Falta de privacidad,Problemas con la configuración de audio y video
Hospitalidad,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Clerks Numéricos,,0.0,1.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,
Oficios de Construcción,,-1.0,-2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-2.0,Entorno de trabajo ruidoso,Interrupciones
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,
Profesionales de Tecnologías de la Información y Comunicación,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Dificultad para innovar,Falta de espacios de trabajo y reuniones adecuados
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Habilidad en Cuidado Animal y Horticultura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",2.0,1.0,,,,,-1.0,,,,,,,,,2.0,,
Clerical General,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,,1.0,1.0,0.0,0.0,,,,
Gerentes Especialistas,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,,0.0,-1.0,,,,0.0,,
Otros Clericales y Administrativos,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,Problemas de conectividad/internet,Falta de espacios de trabajo y reuniones adecuados
"Profesionales Legales, Sociales y de Bienestar",,2.0,2.0,2.0,,,-1.0,-1.0,,,0.0,,,,,1.0,,
Gerentes Especialistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Profesionales de las Artes y los Medios,0.0,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,,0.0,-2.0,-1.0,-2.0,0.0,0.0,-2.0,,Dificultad para colaborar con colegas remotos,Falta de privacidad
Apoyo Clerical y de Oficina,,,,,,,,,,,,,,,,,,
Profesionales de Tecnologías de la Información y Comunicación,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,-1.0,2.0,1.0,2.0,0.0,0.0,Interrupciones,Problemas de conectividad/internet
Limpiadores y Lavandería,,,,,,,,,,,,,,,,,Entorno de trabajo ruidoso,Falta de espacios de trabajo y reuniones adecuados
Profesionales de las Artes y los Medios,,,0.0,-1.0,,-1.0,-1.0,,-1.0,-1.0,-2.0,-1.0,,-2.0,,,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Gerentes Especialistas,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,,-1.0,1.0,1.0,0.0,1.0,1.0,,
Clerks Numéricos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Oficios de Construcción,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Entorno de trabajo ruidoso
Gerentes de Oficina y Administradores de Programas,0.0,-1.0,1.0,1.0,,0.0,,0.0,,,,,,,,,Entorno de trabajo ruidoso,Interrupciones
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,-1.0,0.0,0.0,,-1.0,0.0,-1.0,,,-1.0,0.0,,0.0,,1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,0.0,0.0,2.0,0.0,1.0,,-1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
Clerks de Consultas y Recepcionistas,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,2.0,,,0.0,2.0,Problemas con la configuración de audio y video,Interrupciones
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,,
Profesionales de Tecnologías de la Información y Comunicación,,,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,
Profesionales de Tecnologías de la Información y Comunicación,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,
"Profesionales Legales, Sociales y de Bienestar",2.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,-2.0,0.0,,0.0,,
Gerentes Especialistas,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,
Gerentes Especialistas,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,,-1.0,0.0,-1.0,,,,,,Dificultad para innovar,Entorno de trabajo ruidoso
Gerentes Especialistas,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Oficios de Automoción e Ingeniería,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gerentes Especialistas,,,,,,,,,,,,,,,,,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",-1.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
Otros Clericales y Administrativos,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Representantes y Agentes de Ventas,,,,,-2.0,1.0,,,1.0,,1.0,,,,,,,
Oficios de Automoción e Ingeniería,,-2.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,,
Gerentes de Oficina y Administradores de Programas,0.0,0.0,2.0,,,2.0,,0.0,,,0.0,,,,,,Entorno de trabajo ruidoso,Dificultad para colaborar con colegas remotos
Gerentes Especialistas,,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Representantes y Agentes de Ventas,,,,,,,,,,,,,,,,,,
Hospitalidad,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,Problemas con la configuración de audio y video,Entorno de trabajo ruidoso
Profesionales de Tecnologías de la Información y Comunicación,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,Dificultad para innovar,Falta de espacios de trabajo y reuniones adecuados
Gerentes Especialistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gerentes Especialistas,,,0.0,,-2.0,0.0,0.0,0.0,1.0,,,,-2.0,,,,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,1.0,2.0,1.0,0.0,1.0,-1.0,1.0,0.0,2.0,1.0,-1.0,2.0,0.0,2.0,1.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,,,,,,,,,,,,,,,Interrupciones,Dificultad para colaborar con colegas remotos
Profesionales de Tecnologías de la Información y Comunicación,,-1.0,1.0,-1.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,,
Gerentes Especialistas,0.0,2.0,1.0,2.0,,2.0,,,,2.0,1.0,-1.0,,0.0,,0.0,Falta de espacios de trabajo y reuniones adecuados,Problemas de conectividad/internet
Gerentes Especialistas,,,1.0,0.0,,,,,1.0,,0.0,0.0,,0.0,,,Falta de espacios de trabajo y reuniones adecuados,Problemas de conectividad/internet
Profesionales de Tecnologías de la Información y Comunicación,,,,,,,,,,,,,,,,,,
Clerical General,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,Problemas con la configuración de audio y video,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,Dificultad para colaborar con colegas remotos,Dificultad para innovar
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,0.0,1.0,1.0,2.0,1.0,0.0,-1.0,,,,1.0,,,,,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Profesionales de Tecnologías de la Información y Comunicación,,,1.0,,0.0,,,1.0,,,,,,,,-1.0,,
Gerentes Especialistas,,,,,,,,,,,,,,,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,,-1.0,,,2.0,,,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,Falta de privacidad,Problemas con la configuración de audio y video
Clerical General,,,1.0,1.0,,2.0,-1.0,0.0,,,0.0,-1.0,1.0,0.0,,,,
Gerentes Especialistas,,-1.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,2.0,,,2.0,,2.0,Problemas de conectividad/internet,Falta de espacios de trabajo y reuniones adecuados
Gerentes Especialistas,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,,1.0,0.0,,,,1.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Otros Clericales y Administrativos,,,,-2.0,,,,,,,,,,,,,,
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Entorno de trabajo ruidoso,Dificultad para colaborar con colegas remotos
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,1.0,0.0,0.0,,-1.0,0.0,,0.0,0.0,0.0,-1.0,,1.0,0.0,1.0,Problemas con la configuración de audio y video,Falta de privacidad
"Profesionales Legales, Sociales y de Bienestar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,,
Gerentes Especialistas,,,,,,,,,,,,,,,,,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",0.0,-1.0,-2.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,,-1.0,0.0,,-2.0,1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Asistentes Personales y Secretarias,0.0,-1.0,-1.0,0.0,,0.0,,,0.0,1.0,-1.0,-1.0,1.0,-2.0,0.0,-1.0,Problemas con la configuración de audio y video,Dificultad para colaborar con colegas remotos
Gerentes Especialistas,,,1.0,1.0,,1.0,0.0,,1.0,,1.0,1.0,,,,,,
Representantes y Agentes de Ventas,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Gerentes de Oficina y Administradores de Programas,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,Falta de privacidad,Entorno de trabajo ruidoso
Profesionales de la Educación,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,
Proceso de Fábrica,,0.0,-1.0,0.0,0.0,0.0,,,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
Soporte de Ventas,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,-1.0,,1.0,0.0,0.0,2.0,-2.0,,
Profesionales de Tecnologías de la Información y Comunicación,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,,
Profesionales de Tecnologías de la Información y Comunicación,0.0,,,0.0,,,,0.0,,,0.0,0.0,-1.0,,,,Dificultad para innovar,Problemas de conectividad/internet
Profesionales de la Educación,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Profesionales de la Educación,1.0,-1.0,2.0,,0.0,2.0,,,,-2.0,2.0,2.0,-1.0,2.0,,,,
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,
Gerentes Especialistas,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,
Otros Clericales y Administrativos,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,,
Apoyo de Salud y Bienestar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,Interrupciones,Entorno de trabajo ruidoso
Profesionales de Tecnologías de la Información y Comunicación,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-2.0,1.0,,,,Problemas de conectividad/internet,Falta de privacidad
Gerentes Especialistas,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,,,,,,,,,,,,,,,Falta de espacios de trabajo y reuniones adecuados,Interrupciones
"Profesionales de Negocios, Recursos Humanos y Marketing",,-1.0,,-1.0,-1.0,,-1.0,2.0,0.0,,-2.0,-1.0,2.0,0.0,2.0,0.0,,
Profesionales de la Educación,1.0,1.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,-2.0,1.0,1.0,0.0,1.0,0.0,1.0,,
Servicio de Protección,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
"Directores Ejecutivos, Gerentes Generales y Legisladores",,-1.0,-1.0,-1.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Otros Clericales y Administrativos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Profesionales de Tecnologías de la Información y Comunicación,2.0,2.0,2.0,-1.0,-2.0,-2.0,-2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,,
"Gerentes de Hospitalidad, Retail y Servicios",0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Falta de privacidad,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,0.0,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,,
Profesionales de la Educación,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,Falta de privacidad,Entorno de trabajo ruidoso
Profesionales de las Artes y los Medios,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,
Gerentes de Oficina y Administradores de Programas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
Profesionales de la Educación,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,,-1.0,0.0,,,,Problemas con la configuración de audio y video,Falta de espacios de trabajo y reuniones adecuados
Profesionales de las Artes y los Medios,,,,,,,,,,,,,,,,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",2.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,,1.0,1.0,0.0,,0.0,1.0,Interrupciones,Problemas de conectividad/internet
Otros Clericales y Administrativos,-1.0,0.0,-2.0,0.0,,-2.0,0.0,0.0,0.0,,1.0,1.0,,,,0.0,,
Gerentes Especialistas,,,1.0,-1.0,0.0,1.0,-1.0,0.0,,0.0,1.0,-1.0,,0.0,,-1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",1.0,1.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,
"Gerentes de Hospitalidad, Retail y Servicios",,-1.0,,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,0.0,-2.0,0.0,-1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Profesionales de la Educación,,,,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,1.0,Problemas con la configuración de audio y video,Problemas de conectividad/internet
Profesionales de las Artes y los Medios,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,,
"Profesionales Legales, Sociales y de Bienestar",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,Interrupciones,Problemas con la configuración de audio y video
"Profesionales de Negocios, Recursos Humanos y Marketing",,,,,,0.0,,,,0.0,,,0.0,,,,Problemas con la configuración de audio y video,Entorno de trabajo ruidoso
Profesionales de las Artes y los Medios,0.0,0.0,,1.0,,-1.0,,2.0,,,1.0,0.0,,,,1.0,Entorno de trabajo ruidoso,Dificultad para innovar
"Directores Ejecutivos, Gerentes Generales y Legisladores",,0.0,,1.0,-1.0,,1.0,0.0,0.0,,0.0,-1.0,,1.0,,0.0,Dificultad para innovar,Problemas con la configuración de audio y video
Profesionales de la Educación,,,,,,,,,,-2.0,0.0,,-2.0,,-1.0,0.0,,
"Técnicos de Ingeniería, Tecnologías de la Información y Ciencia",,,,,,,,,,,,,,,,,Problemas de conectividad/internet,Interrupciones
"Gerentes de Hospitalidad, Retail y Servicios",,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Profesionales de la Educación,,-1.0,-1.0,-1.0,-1.0,0.0,,,,-1.0,0.0,,0.0,,,,Entorno de trabajo ruidoso,Interrupciones
"Profesionales de Negocios, Recursos Humanos y Marketing",,0.0,,-2.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
Clerical General,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,Dificultad para innovar,Problemas con la configuración de audio y video
Gerentes Especialistas,,,,,,,,,,,,,1.0,,,,Interrupciones,Dificultad para colaborar con colegas remotos
Soporte de Ventas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Entorno de trabajo ruidoso,Falta de privacidad
Profesionales de la Educación,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Problemas con la configuración de audio y video,Falta de privacidad
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,1.0,1.0,0.0,1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,,,,-1.0,Problemas de conectividad/internet,Interrupciones
"Profesionales Legales, Sociales y de Bienestar",,,2.0,2.0,,,,,,,,,,,,-1.0,Problemas de conectividad/internet,Dificultad para innovar
Gerentes Especialistas,1.0,2.0,2.0,2.0,,0.0,1.0,1.0,,,,,,,,2.0,,
Gerentes Especialistas,0.0,0.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,,-2.0,-1.0,0.0,-1.0,,,,,
Clerical General,,,,,,,,,,,,,,,,,,
"Profesionales Legales, Sociales y de Bienestar",0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Falta de privacidad,Problemas de conectividad/internet
"Gerentes de Hospitalidad, Retail y Servicios",,,-2.0,-2.0,,-2.0,-2.0,,-2.0,,-2.0,-2.0,,,,,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Apoyo Clerical y de Oficina,2.0,2.0,2.0,,,2.0,,0.0,2.0,,2.0,1.0,,0.0,,2.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,1.0,2.0,,,1.0,,,,,,,,,,,Entorno de trabajo ruidoso,Problemas de conectividad/internet
Apoyo Clerical y de Oficina,,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,,0.0,Interrupciones,Problemas de conectividad/internet
Gerentes Especialistas,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",2.0,2.0,2.0,,,-1.0,,,,,,,,,,,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
Clerks de Consultas y Recepcionistas,,,,,,,,,,,,,,,,,Entorno de trabajo ruidoso,Entorno de trabajo ruidoso
"Profesionales de Negocios, Recursos Humanos y Marketing",,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,1.0,,0.0,,0.0,,0.0,,0.0,Entorno de trabajo ruidoso,Falta de espacios de trabajo y reuniones adecuados
Representantes y Agentes de Ventas,-1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,
"Profesionales Legales, Sociales y de Bienestar",,,,0.0,0.0,0.0,-1.0,0.0,,0.0,-1.0,-1.0,-1.0,,,0.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,Falta de espacios de trabajo y reuniones adecuados,Falta de privacidad
"Gerentes de Hospitalidad, Retail y Servicios",,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,-1.0,0.0,-1.0,,,,Dificultad para colaborar con colegas remotos,Falta de privacidad
"Profesionales Legales, Sociales y de Bienestar",,,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,0.0,Interrupciones,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,2.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,
Agricultores y Gerentes de Granjas,0.0,-2.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0,-2.0,,-1.0,0.0,,-1.0,0.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",,,,2.0,,,1.0,,,0.0,,-1.0,,,1.0,,Interrupciones,Problemas de conectividad/internet
"Profesionales de Negocios, Recursos Humanos y Marketing",,2.0,1.0,0.0,0.0,1.0,2.0,-2.0,0.0,,-1.0,-1.0,,0.0,,0.0,Falta de privacidad,Dificultad para colaborar con colegas remotos
Gerentes Especialistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,
